portal_url	title_raw	text_raw	mentions_disease	about_patient	title_toks	text_toks
medmon.semanticlab.net/doc/4721900721840069053/Nick-Reisman	Nick Reisman	@SeanMcElwee (he's retiring after being diagnosed with Parkinson's). 	1	1	Nick|Reisman	@SeanMcElwee|(|he's|retiring|after|being|diagnosed|with|Parkinson's|)|.
medmon.semanticlab.net/doc/4721898263976075833/Eli	Eli	RT @SenhorRaposa: Serrano reveals that he has Parkinson's. 	1	1	Eli	RT|@SenhorRaposa|:|Serrano|reveals|that|he|has|Parkinson's|.
medmon.semanticlab.net/doc/4721458339057693028/Gary-Sharpe	Gary Sharpe	REBOUNDING (MINI-TRAMPOLINING) & PARKINSON'S DISEASE: https://t.co/J8xG4eEMZe #blogger. 	1	0	Gary|Sharpe	REBOUNDING|(|MINI-TRAMPOLINING|)|&|PARKINSON'S|DISEASE|:|https://t.co/J8xG4eEMZe|#blogger|.
medmon.semanticlab.net/doc/4721411642042693037/Tom123	Tom123	RT @MichaelJFoxOrg: A study published this summer sheds new light on how #diabetes affects #Parkinsons disease risk. 	1	0	Tom|123	RT|@MichaelJFoxOrg|:|A|study|published|this|summer|sheds|new|light|on|how|#diabetes|affects|#Parkinsons|disease|risk|.
medmon.semanticlab.net/doc/4721401813221259567/Chancesmom	Chancesmom	RT @HeyTammyBruce: Parkinson's gene therapy may reduce medicine required for treatment https://t.co/9tCBiS7dFL. 	1	0	Chancesmom	RT|@HeyTammyBruce|:|Parkinson's|gene|therapy|may|reduce|medicine|required|for|treatment|https://t.co/9tCBiS7dFL|.
medmon.semanticlab.net/doc/4721212571317673316/Future-Monger	Future Monger	Digital Management of Parkinson Disease: Is Technology the Future? 	1	0	Future|Monger	Digital|Management|of|Parkinson|Disease|:|Is|Technology|the|Future|?
medmon.semanticlab.net/doc/4721160977884424447/Parkinson-Fit	Parkinson Fit	#Parkinsons Weekly Update (2/2) - Things we hate: buttons & squishy water bottles; I love the smell of Parkinson’s in the morning; more intermittent fasting; plus inspiring stories from Parkinson’s Disease exercise programs. 	1	1	Parkinson|Fit	#Parkinsons|Weekly|Update|(|2/2|)|-|Things|we|hate|:|buttons|&|squishy|water|bottles|;|I|love|the|smell|of|Parkinson|’|s|in|the|morning|;|more|intermittent|fasting|;|plus|inspiring|stories|from|Parkinson|’|s|Disease|exercise|programs|.
medmon.semanticlab.net/doc/4720981548405636479/..	..	seeing michael j. fox go from energetic marty mcfly to having parkinson's is hard to watch. 	1	0	..	seeing|michael|j|.|fox|go|from|energetic|marty|mcfly|to|having|parkinson's|is|hard|to|watch|.
medmon.semanticlab.net/doc/4720870988789335359/Jolyon-Hallows	Jolyon Hallows	One treatment type for #Parkinsons patients is hydrotherapy--exercising in water. A benefit is that it eliminates the fear of falling. Some studies don't show significant results, but others are more positive. It's one more therapeutic tool. 	1	0	Jolyon|Hallows	One|treatment|type|for|#Parkinsons|patients|is|hydrotherapy--exercising|in|water|.|A|benefit|is|that|it|eliminates|the|fear|of|falling|.|Some|studies|don't|show|significant|results|,|but|others|are|more|positive|.|It's|one|more|therapeutic|tool|.
medmon.semanticlab.net/doc/4720845422295416957/Matt-Eagles	Matt Eagles	@DrHilaryJones can I introduce you to @PKYLIFE the brighter side to living with #Parkinsons ! 	1	0	Matt|Eagles	@DrHilaryJones|can|I|introduce|you|to|@PKYLIFE|the|brighter|side|to|living|with|#Parkinsons|!
medmon.semanticlab.net/doc/4720825033187856417/HealthEconFrontier	HealthEconFrontier	Medical News Today: Manganese and Parkinson's: Mechanism may explain link https://t.co/LuM4b9vjo6 https://t.co/Z6NQKy4F73. 	1	0	HealthEconFrontier	Medical|News|Today|:|Manganese|and|Parkinson's|:|Mechanism|may|explain|link|https://t.co/LuM4b9vjo6|https://t.co/Z6NQKy4F73|.
medmon.semanticlab.net/doc/4720581652625817903/Cannabis-Video	Cannabis Video	Medical Marijuana and Parkinson's Part 2 of 3 - https://t.co/LHICv6aMnu. 	1	0	Cannabis|Video	Medical|Marijuana|and|Parkinson's|Part|2|of|3|-|https://t.co/LHICv6aMnu|.
medmon.semanticlab.net/doc/4720522668020391800/Michael-A.-Colbach	Michael A. Colbach	"Had a customer in this morning - an older gentleman, with an Ebike. He said, ""I've got Parkinson's you know, but when I get on my bike, I don't have Parkinson's any more."" That's freedom. Not much more to say really. "	1	1	Michael|A|.|Colbach	"Had|a|customer|in|this|morning|-|an|older|gentleman|,|with|an|Ebike|.|He|said|,|""|I've|got|Parkinson's|you|know|,|but|when|I|get|on|my|bike|,|I|don't|have|Parkinson's|any|more|.|""|That's|freedom|.|Not|much|more|to|say|really|."
medmon.semanticlab.net/doc/4720362918062532163/Angiy-Michael-RN	Angiy Michael RN	Looking forward to hearing more about this #Parkinsons research on @BBCBreakfast this morning - @SalfordRoyalNHS consultant Monty Silverdale is one of the team working on this |. Parkinson's smell test explained by science https://t.co/iXXp5Btust https://t.co/F3qtofNblk. 	1	0	Angiy|Michael|RN	Looking|forward|to|hearing|more|about|this|#Parkinsons|research|on|@BBCBreakfast|this|morning|-|@SalfordRoyalNHS|consultant|Monty|Silverdale|is|one|of|the|team|working|on|this|||.|Parkinson's|smell|test|explained|by|science|https://t.co/iXXp5Btust|https://t.co/F3qtofNblk|.
medmon.semanticlab.net/doc/4720338340609990755/Senior-HealthMag	Senior HealthMag	Senior &gt; New drugs on PBS for Parkinson's, MND and Cutaneous T c... https://t.co/86crhMOI7p #senior. 	1	0	Senior|HealthMag	Senior|>|New|drugs|on|PBS|for|Parkinson's|,|MND|and|Cutaneous|T|c|...|https://t.co/86crhMOI7p|#senior|.
medmon.semanticlab.net/doc/4720308848555205002/Shi	Shi	'Super Smeller': Grandma helps researchers identify Parkinson's odour. 	1	0	Shi	'|Super|Smeller|'|:|Grandma|helps|researchers|identify|Parkinson's|odour|.
medmon.semanticlab.net/doc/4720264609686867552/Tim-Leiner	Tim Leiner	Characterization of the Handwriting Skills as a Biomarker for Parkinson Disease. (arXiv:1903.08226v1 [https://t.co/1uAOVrWCaz]) https://t.co/VWyUHxkeDW. 	1	0	Tim|Leiner	Characterization|of|the|Handwriting|Skills|as|a|Biomarker|for|Parkinson|Disease|.|(|arXiv|:|1903.0822|6v1|[|https://t.co/1uAOVrWCaz|]|)|https://t.co/VWyUHxkeDW|.
medmon.semanticlab.net/doc/4720203168898364175/Gerry-Ward	Gerry Ward	Smell of skin could lead to early diagnosis for Parkinson's https://t.co/PWdZn5SyHU #scichat #Parkinsons. 	1	0	Gerry|Ward	Smell|of|skin|could|lead|to|early|diagnosis|for|Parkinson's|https://t.co/PWdZn5SyHU|#scichat|#Parkinsons|.
medmon.semanticlab.net/doc/4720190878957617387/Manon-Day	Manon Day	#DYK that w/ more frequent visits & a high sensitivity to timing & dosing of PD meds, ppl w/ #Parkinsons face greater risks in the #hospital. In fact studies show 3 of 4 ppl w/ #PD do not receive their meds on time when staying in the hospital. Read More https://t.co/DUtJKsJiuw https://t.co/4sPYoXvlqD. 	1	1	Manon|Day	#DYK|that|w|/|more|frequent|visits|&|a|high|sensitivity|to|timing|&|dosing|of|PD|meds|,|ppl|w|/|#Parkinsons|face|greater|risks|in|the|#hospital|.|In|fact|studies|show|3|of|4|ppl|w|/|#PD|do|not|receive|their|meds|on|time|when|staying|in|the|hospital|.|Read|More|https://t.co/DUtJKsJiuw|https://t.co/4sPYoXvlqD|.
medmon.semanticlab.net/doc/4720156472247746660/Dr-Claire-Garden	Dr Claire Garden	'Super-smeller' helps develop swab test for Parkinson's disease |. The Guardian What a fascinating piece of #neuroscience research! Great for #outreach and capturing the imagination in #STEMed https://t.co/OdsdT9KQOp. 	1	0	Dr|Claire|Garden	'|Super-smeller|'|helps|develop|swab|test|for|Parkinson's|disease|||.|The|Guardian|What|a|fascinating|piece|of|#neuroscience|research|!|Great|for|#outreach|and|capturing|the|imagination|in|#STEMed|https://t.co/OdsdT9KQOp|.
medmon.semanticlab.net/doc/4720114690841810098/Cyrus-Crook	Cyrus Crook	A Scottish woman who astonished doctors with her ability to detect Parkinson's disease through smell has helped scientists find what causes the odour https://t.co/skK4rPzeGq https://t.co/uGuYeca3uy. 	1	0	Cyrus|Crook	A|Scottish|woman|who|astonished|doctors|with|her|ability|to|detect|Parkinson's|disease|through|smell|has|helped|scientists|find|what|causes|the|odour|https://t.co/skK4rPzeGq|https://t.co/uGuYeca3uy|.
medmon.semanticlab.net/doc/4720112233673686718/Brenda-Jeaneen-Brown	Brenda Jeaneen Brown	7 Early Symptoms People With Parkinson's Disease Noticed First https://t.co/wzo5IrtC8t. 	1	1	Brenda|Jeaneen|Brown	7|Early|Symptoms|People|With|Parkinson's|Disease|Noticed|First|https://t.co/wzo5IrtC8t|.
medmon.semanticlab.net/doc/4720043406628478887/patrick-dawodu	patrick dawodu	BBC News - Parkinson's smell test explained by science. 	1	0	patrick|dawodu	BBC|News|-|Parkinson's|smell|test|explained|by|science|.
medmon.semanticlab.net/doc/4720034935693690899/Parkylife	Parkylife	Parkylife will be launched in London on World Parkinsons Day the 11. April 2019. Thanks to Matt Eagles for bringing me into this fantastic projekt worldwide. 	1	0	Parkylife	Parkylife|will|be|launched|in|London|on|World|Parkinsons|Day|the|11|.|April|2019|.|Thanks|to|Matt|Eagles|for|bringing|me|into|this|fantastic|projekt|worldwide|.
medmon.semanticlab.net/doc/4720034716124093808/Twheater	Twheater	'Super-smeller' helps develop swab test for Parkinson's disease https://t.co/S4M0jUFiS8. 	1	0	Twheater	'|Super-smeller|'|helps|develop|swab|test|for|Parkinson's|disease|https://t.co/S4M0jUFiS8|.
medmon.semanticlab.net/doc/4720034642731060792/Bernadette-Kaufmann	Bernadette Kaufmann	Hand tremors from Parkinson's can make using a mouse nearly impossible. SteadyMouse set out to solve this problem: https://t.co/RGwxk5fmNu https://t.co/9hoA56CO5F. 	1	0	Bernadette|Kaufmann	Hand|tremors|from|Parkinson's|can|make|using|a|mouse|nearly|impossible|.|SteadyMouse|set|out|to|solve|this|problem|:|https://t.co/RGwxk5fmNu|https://t.co/9hoA56CO5F|.
medmon.semanticlab.net/doc/4720034329744621145/Maata-Tai-Rakena	Maata Tai-Rakena	Thanks DOC... Kangen Water helps to reduce oxidative stress and neurological damage ie MS, Parkinson's, Diabetic Neuropathy Fibromyalgia, Alzheimer's… scientific tests have been done with triple blind studies peer... 	1	0	Maata|Tai-Rakena	Thanks|DOC|...|Kangen|Water|helps|to|reduce|oxidative|stress|and|neurological|damage|ie|MS|,|Parkinson's|,|Diabetic|Neuropathy|Fibromyalgia|,|Alzheimer's|…|scientific|tests|have|been|done|with|triple|blind|studies|peer|...
medmon.semanticlab.net/doc/4720031019242804427/Gary-Sharpe	Gary Sharpe	Social Engagement and Parkinson's Disease https://t.co/BYs73aqI3j #vlog. 	1	0	Gary|Sharpe	Social|Engagement|and|Parkinson's|Disease|https://t.co/BYs73aqI3j|#vlog|.
medmon.semanticlab.net/doc/4720029966009593477/Thinking-Autism	Thinking Autism	@and_kell Wonder if insurance would have refused to pay out for Parkinsons or diabetes or MS? This is why the '#autism is an identity, not a disability' paradigm is so damaging. #ASD needs to be recognised as a symptom of an underlying medical condition requiring investigation/treatment. 	1	0	Thinking|Autism	@and_kell|Wonder|if|insurance|would|have|refused|to|pay|out|for|Parkinsons|or|diabetes|or|MS|?|This|is|why|the|'|#autism|is|an|identity|,|not|a|disability|'|paradigm|is|so|damaging|.|#ASD|needs|to|be|recognised|as|a|symptom|of|an|underlying|medical|condition|requiring|investigation|/|treatment|.
medmon.semanticlab.net/doc/4720028790216336328/Nick-Higham	Nick Higham	"Loved sharing the sofa with you. ""The Fight"" looks brilliant. And shot in 12 days! With my Parkinson's it takes me 12 days to have a decent shave. "	1	1	Nick|Higham	"Loved|sharing|the|sofa|with|you|.|""|The|Fight|""|looks|brilliant|.|And|shot|in|12|days|!|With|my|Parkinson's|it|takes|me|12|days|to|have|a|decent|shave|."
medmon.semanticlab.net/doc/4720028596513442608/KOST-103.5	KOST 103.5	Man With Alzheimer's, Dementia & Parkinson's Dances With Granddaughter https://t.co/Cnk4DHnPxJ. 	1	1	KOST|103.5	Man|With|Alzheimer's|,|Dementia|&|Parkinson's|Dances|With|Granddaughter|https://t.co/Cnk4DHnPxJ|.
medmon.semanticlab.net/doc/4720004117464556006/BC-Healthcare	BC Healthcare	Three-year-old Paisley wanted to take her grandpa to a ball, but he has Alzheimer's and Parkinson's. So, her dad held grandpa up while she danced with him in a princess dress. 	1	1	BC|Healthcare	Three-year-old|Paisley|wanted|to|take|her|grandpa|to|a|ball|,|but|he|has|Alzheimer's|and|Parkinson's|.|So|,|her|dad|held|grandpa|up|while|she|danced|with|him|in|a|princess|dress|.
medmon.semanticlab.net/doc/4719999181526516962/jack	jack	RT @ChocoHarveyMilk: May I ask you to send strength and positive energy to my dad? Bad day with #Parkinsons. 	1	1	jack	RT|@ChocoHarveyMilk|:|May|I|ask|you|to|send|strength|and|positive|energy|to|my|dad|?|Bad|day|with|#Parkinsons|.
medmon.semanticlab.net/doc/4719999175644931037/King's-Cultural-Community	King's Cultural Community	Exploring the future of dance for people living with Parkinson's this Thursday in London @Sadlers_Wells with @PeopleDancingUK @DanceConsortium. More at https://t.co/P0oXpBcEc3. 	1	0	King's|Cultural|Community	Exploring|the|future|of|dance|for|people|living|with|Parkinson's|this|Thursday|in|London|@Sadlers_Wells|with|@PeopleDancingUK|@DanceConsortium|.|More|at|https://t.co/P0oXpBcEc3|.
medmon.semanticlab.net/doc/4719972144910041565/debjani-ghosh	debjani ghosh	RT @kris_sg: There's Mounting Evidence That Parkinson's Starts in The Gut - Not The Brain https://t.co/75n7UyuFQr. 	1	0	debjani|ghosh	RT|@kris_sg|:|There's|Mounting|Evidence|That|Parkinson's|Starts|in|The|Gut|-|Not|The|Brain|https://t.co/75n7UyuFQr|.
medmon.semanticlab.net/doc/4719950067387684554/Gary-Sharpe	Gary Sharpe	Accessing Whole Body Movement in Parkinson's Disease with a Basketball https://t.co/BaKCkmzNSV #blog. 	1	0	Gary|Sharpe	Accessing|Whole|Body|Movement|in|Parkinson's|Disease|with|a|Basketball|https://t.co/BaKCkmzNSV|#blog|.
medmon.semanticlab.net/doc/4719940218219706947/ANs	AᴍɪNᴏs	@Kimpembae @Medioslk Maybe because he hadn't played for 3 years or was already suffering from parkinson.. In the 60s (before the box ban) he was just the GOAT, no on could fuckin touch him and then when he came back and lost his heavyweight world champion title, he proved everyone wrong. 	1	1	AᴍɪNᴏs	@Kimpembae|@Medioslk|Maybe|because|he|hadn't|played|for|3|years|or|was|already|suffering|from|parkinson|..|In|the|60s|(|before|the|box|ban|)|he|was|just|the|GOAT|,|no|on|could|fuckin|touch|him|and|then|when|he|came|back|and|lost|his|heavyweight|world|champion|title|,|he|proved|everyone|wrong|.
medmon.semanticlab.net/doc/4719940195802446701/Gary-Sharpe	Gary Sharpe	Self-Doubt, Guilt, Inner Voices and Parkinson's Disease https://t.co/bujMqHWDlc #wellbeing. 	1	0	Gary|Sharpe	Self-Doubt|,|Guilt|,|Inner|Voices|and|Parkinson's|Disease|https://t.co/bujMqHWDlc|#wellbeing|.
medmon.semanticlab.net/doc/4719928176256031807/RedAlert-ALLCAPS	RedAlert #ALLCAPS	If you’ve been recently diagnosed with #Parkinsons disease, you may be thinking “Now what?” @ParkinsonDotOrg may be able to help: https://t.co/Y8U9fKhdew. 	1	1	RedAlert|#ALLCAPS	If|you|’|ve|been|recently|diagnosed|with|#Parkinsons|disease|,|you|may|be|thinking|“|Now|what|?|”|@ParkinsonDotOrg|may|be|able|to|help|:|https://t.co/Y8U9fKhdew|.
medmon.semanticlab.net/doc/4719817308228070685/Rozelle-Laha	Rozelle Laha	There are 8.4 lakh potential Parkinson's disease patients in India. But no injectable form of Apomorphine is available. If you've had a family member; seen the morning stiffness, the tremors, the difficulty in speaking, this story is for you @TheKenWeb https://t.co/n2f055Vckr. 	1	1	Rozelle|Laha	There|are|8.4|lakh|potential|Parkinson's|disease|patients|in|India|.|But|no|injectable|form|of|Apomorphine|is|available|.|If|you've|had|a|family|member|;|seen|the|morning|stiffness|,|the|tremors|,|the|difficulty|in|speaking|,|this|story|is|for|you|@TheKenWeb|https://t.co/n2f055Vckr|.
medmon.semanticlab.net/doc/4719756013312128687/Charlie-N.	Charlie N.	Anyone that has or knows someone that has Parkinsons Disease and needs advice, guidance, or someone to talk to, I am always available 24/7. Please tell them to follow me or request me and… https://t.co/MmeS9B1LpY. 	1	0	Charlie|N|.	Anyone|that|has|or|knows|someone|that|has|Parkinsons|Disease|and|needs|advice|,|guidance|,|or|someone|to|talk|to|,|I|am|always|available|24/7|.|Please|tell|them|to|follow|me|or|request|me|and|…|https://t.co/MmeS9B1LpY|.
medmon.semanticlab.net/doc/4719748516466474836/ehb	ehb⭐	So #Amantadine (the drug I've been given to try manage fatigue) is also used in treatment of Parkinson's and works by (somehow) increasing the effect of dopamine - I have a movement disorder, hypothesized to have dopamine causality, I wonder what will happen? 	1	1	ehb|⭐	So|#Amantadine|(|the|drug|I've|been|given|to|try|manage|fatigue|)|is|also|used|in|treatment|of|Parkinson's|and|works|by|(|somehow|)|increasing|the|effect|of|dopamine|-|I|have|a|movement|disorder|,|hypothesized|to|have|dopamine|causality|,|I|wonder|what|will|happen|?
medmon.semanticlab.net/doc/4719712411933896967/PT-News	PT News	Compleat Rehab offers unique Parkinson's Treatment - Mint Hill Times via https://t.co/ywzLYrGnsp #PhysicalTherapy. 	1	0	PT|News	Compleat|Rehab|offers|unique|Parkinson's|Treatment|-|Mint|Hill|Times|via|https://t.co/ywzLYrGnsp|#PhysicalTherapy|.
medmon.semanticlab.net/doc/4719699804937020051/Sue-Choi	Sue Choi	If you are seeking a natural modality to help manage Parkinson's symptoms, craniosacral therapy might help. 	1	0	Sue|Choi	If|you|are|seeking|a|natural|modality|to|help|manage|Parkinson's|symptoms|,|craniosacral|therapy|might|help|.
medmon.semanticlab.net/doc/4719692131270649715/JENNICE-DOBROSZCZYK	JENNICE DOBROSZCZYK	"RT @GMOFreeCanada: Study: Potential Link Between Parkinson's Disease And A Widely-Used Herbicide. ""New research... "	1	0	JENNICE|DOBROSZCZYK	"RT|@GMOFreeCanada|:|Study|:|Potential|Link|Between|Parkinson's|Disease|And|A|Widely-Used|Herbicide|.|""|New|research|..."
medmon.semanticlab.net/doc/4719676413657975340/Sindhu	Sindhu	PDMDS Session 35. SESSION: Motor Symptoms, dyskinesia, On/Off periods. in Parkinson's disease. Interested patients can join our FREE SESSIONS. 	1	0	Sindhu	PDMDS|Session|35|.|SESSION|:|Motor|Symptoms|,|dyskinesia|,|On|/|Off|periods|.|in|Parkinson's|disease|.|Interested|patients|can|join|our|FREE|SESSIONS|.
medmon.semanticlab.net/doc/4718081974183907978/Javier-Daz-Nido	Javier Díaz-Nido	"New Review: ""Emerging therapies in Parkinson disease — repurposed drugs and new approaches"" by Ahmad Elkouzi, @MichaelOkun and colleagues #newfromnrneurology https://t.co/Rrgth2WsNN https://t.co/ILvstJOddZ. "	1	0	Javier|Díaz-Nido	"New|Review|:|""|Emerging|therapies|in|Parkinson|disease|—|repurposed|drugs|and|new|approaches|""|by|Ahmad|Elkouzi|,|@MichaelOkun|and|colleagues|#newfromnrneurology|https://t.co/Rrgth2WsNN|https://t.co/ILvstJOddZ|."
medmon.semanticlab.net/doc/4718059854468708233/Pam-Jackson	Pam Jackson	Advanced Parkinson's Disease https://t.co/8whjE6o0md. 	1	0	Pam|Jackson	Advanced|Parkinson's|Disease|https://t.co/8whjE6o0md|.
medmon.semanticlab.net/doc/4718047566535615766/Gary-Sharpe	Gary Sharpe	Vocalization and Grunting in Movement Therapy. GoFundMe: https://t.co/zPlDtUfscZ https://t.co/CMVTZfNze6 #parkinsons. 	1	0	Gary|Sharpe	Vocalization|and|Grunting|in|Movement|Therapy|.|GoFundMe|:|https://t.co/zPlDtUfscZ|https://t.co/CMVTZfNze6|#parkinsons|.
medmon.semanticlab.net/doc/4717806712501690737/Ingentium	Ingentium	RT @Ingentium_PD: Parkinson's treatment delivers a power-up to brain cell 'batteries' https://t.co/4lPSBWXKS2 https://t.co/bWK5XCD39a. 	1	0	Ingentium	RT|@Ingentium_PD|:|Parkinson's|treatment|delivers|a|power-up|to|brain|cell|'|batteries|'|https://t.co/4lPSBWXKS2|https://t.co/bWK5XCD39a|.
medmon.semanticlab.net/doc/4717737897967939663/chris-acomb	chris acomb	Today in #parkinsons clinic - our pharmacist sorted out the motor fluctuations, our physio sorted out the falls and freezing, our OT diagnosed the cognitive issues and our nurses did EVERYTHING! Multidisciplinary working at its finest. @ParkinsonsEN @ParkinsonsUK @SouthTees https://t.co/AcoJiLUGNp. 	1	0	chris|acomb	Today|in|#parkinsons|clinic|-|our|pharmacist|sorted|out|the|motor|fluctuations|,|our|physio|sorted|out|the|falls|and|freezing|,|our|OT|diagnosed|the|cognitive|issues|and|our|nurses|did|EVERYTHING|!|Multidisciplinary|working|at|its|finest|.|@ParkinsonsEN|@ParkinsonsUK|@SouthTees|https://t.co/AcoJiLUGNp|.
medmon.semanticlab.net/doc/4717686285784517460/PCCCCCCommissioning	PCC&CCCCommissioning	#WearingOff and #dyskinesia are movement problems that can affect people with #Parkinsons. We spoke to consultant physician Richard Walker to get his top tips on managing them. Take a look and share your tips and advice https://t.co/nHLo3nslUr. 	1	0	PCC|&|CCCCommissioning	#WearingOff|and|#dyskinesia|are|movement|problems|that|can|affect|people|with|#Parkinsons|.|We|spoke|to|consultant|physician|Richard|Walker|to|get|his|top|tips|on|managing|them|.|Take|a|look|and|share|your|tips|and|advice|https://t.co/nHLo3nslUr|.
medmon.semanticlab.net/doc/4717666624836501280/Scott-Filler	Scott Filler	Medical News Today: Parkinson's: Study reveals how cancer drug reduces toxic protein in brain https://t.co/y60NRrE81i. 	1	0	Scott|Filler	Medical|News|Today|:|Parkinson's|:|Study|reveals|how|cancer|drug|reduces|toxic|protein|in|brain|https://t.co/y60NRrE81i|.
medmon.semanticlab.net/doc/4717575692152080183/Ronald-Vermeij	Ronald Vermeij	"@imperialcollege @DoM_Imperial ""...gained clues into how a #Parkinsons disease treatment, called #deepbrainstimulation , helps tackle symptoms"" Just another BS excuse to get humanity used to #BRAINIMPLANTS, since the real cause of parkinson is something entirely different and can never be stimulated away. "	1	0	Ronald|Vermeij	"@imperialcollege|@DoM_Imperial|""|...|gained|clues|into|how|a|#Parkinsons|disease|treatment|,|called|#deepbrainstimulation|,|helps|tackle|symptoms|""|Just|another|BS|excuse|to|get|humanity|used|to|#BRAINIMPLANTS|,|since|the|real|cause|of|parkinson|is|something|entirely|different|and|can|never|be|stimulated|away|."
medmon.semanticlab.net/doc/4717570775406258422/Journal-of-Neurochemistry	Journal of Neurochemistry	What autoantibodies tell us about the pathogenesis of Parkinson's disease. #Alzheimers #Parkinsons https://t.co/m0D4jmWTJc. 	1	0	Journal|of|Neurochemistry	What|autoantibodies|tell|us|about|the|pathogenesis|of|Parkinson's|disease|.|#Alzheimers|#Parkinsons|https://t.co/m0D4jmWTJc|.
medmon.semanticlab.net/doc/4717526537134978466/Matthew-Jones	Matthew Jones	Exercise training guidelines for multiple sclerosis, stroke, and Parkinson's disease: Rapid review and synthesis. https://t.co/jzOW3aPJwn. 	1	0	Matthew|Jones	Exercise|training|guidelines|for|multiple|sclerosis|,|stroke|,|and|Parkinson's|disease|:|Rapid|review|and|synthesis|.|https://t.co/jzOW3aPJwn|.
medmon.semanticlab.net/doc/4717430133562293873/Lauren	Lauren	My great uncle lost his long battle with Parkinson's. What a shitty disease. 	1	1	Lauren	My|great|uncle|lost|his|long|battle|with|Parkinson's|.|What|a|shitty|disease|.
