portal_url	title_raw	text_raw	mentions_disease	about_patient	title_toks	text_toks
medmon.semanticlab.net/doc/4723308220925983562/Re:-Angelman-UK	Re: Angelman UK	As a shared lives carer I have already been told my lady cost too much, I get paid (not a lot) to care for her in my own home so she can live a better life as part of a family, they pay for day center 4 days a week only because I transport her so save them £120 a day!! And 12 nights respite a year. They told me it would be cheaper to put her in a home, that's as maybe but she would loose all the community stimulation and her life would be meaningless but they don't care. 	0	0	Re|:|Angelman|UK	As|a|shared|lives|carer|I|have|already|been|told|my|lady|cost|too|much|,|I|get|paid|(|not|a|lot|)|to|care|for|her|in|my|own|home|so|she|can|live|a|better|life|as|part|of|a|family|,|they|pay|for|day|center|4|days|a|week|only|because|I|transport|her|so|save|them|£|120|a|day|!|!|And|12|nights|respite|a|year|.|They|told|me|it|would|be|cheaper|to|put|her|in|a|home|,|that's|as|maybe|but|she|would|loose|all|the|community|stimulation|and|her|life|would|be|meaningless|but|they|don't|care|.
medmon.semanticlab.net/doc/4723308220920402222/Angelman-UK	Angelman UK	Emma they have now ‘realised' that institutionalisation is cheaper - squeeze more people in with less Carers. It's appalling that society is going backwards. 	0	0	Angelman|UK	Emma|they|have|now|‘|realised|'|that|institutionalisation|is|cheaper|-|squeeze|more|people|in|with|less|Carers|.|It's|appalling|that|society|is|going|backwards|.
medmon.semanticlab.net/doc/4722929946667979120/AngelmanSyndromeFdn	AngelmanSyndromeFdn	#ICYMI: The ASF AS Clinic Network has expanded to Buenos Aires and Rotterdam! Learn more about these clinics here:… https://t.co/L3vfZI13Qe. 	0	0	AngelmanSyndromeFdn	#ICYMI|:|The|ASF|AS|Clinic|Network|has|expanded|to|Buenos|Aires|and|Rotterdam|!|Learn|more|about|these|clinics|here|:|…|https://t.co/L3vfZI13Qe|.
medmon.semanticlab.net/doc/4722340648221492447/Jacqueline	❄Jacqueline	@TheRoyalHam @WrightBlan @ProudResister Every year for me. My niece's son has Angelman's Syndrome and is severely autistic. He takes part in the Special Olympics every year. They also have them at our local university here in Kentucky and it's a huge event. 	1	1	❄|Jacqueline	@TheRoyalHam|@WrightBlan|@ProudResister|Every|year|for|me|.|My|niece's|son|has|Angelman's|Syndrome|and|is|severely|autistic|.|He|takes|part|in|the|Special|Olympics|every|year|.|They|also|have|them|at|our|local|university|here|in|Kentucky|and|it's|a|huge|event|.
medmon.semanticlab.net/doc/4722338191017672616/stephen-orris	stephen orris	Hi @dickndom would you be kind enough to share your Smiles with my poster to raise awareness of Angelman Syndrome 😁😇 Thank you xx https://t.co/N53cxlPe2K. 	0	0	stephen|orris	Hi|@dickndom|would|you|be|kind|enough|to|share|your|Smiles|with|my|poster|to|raise|awareness|of|Angelman|Syndrome|😁|😇|Thank|you|xx|https://t.co/N53cxlPe2K|.
medmon.semanticlab.net/doc/4722330817557029265/Jennifer-Greene	Jennifer Greene	My younger son's #specialneeds #baseball team! #challenger #angelmansyndrome #buddies @ Murphey Candler Park https://t.co/ZHwhXNB4F2. 	0	0	Jennifer|Greene	My|younger|son's|#specialneeds|#baseball|team|!|#challenger|#angelmansyndrome|#buddies|@|Murphey|Candler|Park|https://t.co/ZHwhXNB4F2|.
medmon.semanticlab.net/doc/4722341292574465913/Angelman-Syndrome-Foundation	Angelman Syndrome Foundation	By registering and FUNDRAISING for the 2019 ASF Walk, you can help provide much needed resources and assistance for Angelman syndrome families. Get started at www.angelman.org/walk. 	0	0	Angelman|Syndrome|Foundation	By|registering|and|FUNDRAISING|for|the|2019|ASF|Walk|,|you|can|help|provide|much|needed|resources|and|assistance|for|Angelman|syndrome|families|.|Get|started|at|www.angelman.org/walk|.
medmon.semanticlab.net/doc/4722279206524124895/Lucy-Purse	Lucy Purse	Hi @dickndom would you be kind enough to share your Smiles with my poster to raise awareness of Angelman Syndrome 😁😇 Thank you xx https://t.co/N53cxlPe2K. 	0	0	Lucy|Purse	Hi|@dickndom|would|you|be|kind|enough|to|share|your|Smiles|with|my|poster|to|raise|awareness|of|Angelman|Syndrome|😁|😇|Thank|you|xx|https://t.co/N53cxlPe2K|.
medmon.semanticlab.net/doc/4722200559773879830/angelman--mom	angelman  mom	Courtesy of The Epilepsy Network (TEN) @TENofficial. #SeizureFirstAid #Seizures #PurpleDay. #Epilepsy #AngelmanSyndrome #AngelmanUK #EpilepsyAwareness https://t.co/7DnDgeV7Ux. 	0	0	angelman|mom	Courtesy|of|The|Epilepsy|Network|(|TEN|)|@TENofficial|.|#SeizureFirstAid|#Seizures|#PurpleDay|.|#Epilepsy|#AngelmanSyndrome|#AngelmanUK|#EpilepsyAwareness|https://t.co/7DnDgeV7Ux|.
medmon.semanticlab.net/doc/4722158894451729137/Re:-Angelman-UK	Re: Angelman UK	School has a purple day. My little one has gone purpled out did not quite dye her hair as well but it was close! 	0	0	Re|:|Angelman|UK	School|has|a|purple|day|.|My|little|one|has|gone|purpled|out|did|not|quite|dye|her|hair|as|well|but|it|was|close|!
medmon.semanticlab.net/doc/4722158894447398050/Angelman-UK	Angelman UK	Are you wearing purple today? People with Angelman Syndrome frequently struggle with maintaining control of seizures from an early age. 	1	1	Angelman|UK	Are|you|wearing|purple|today|?|People|with|Angelman|Syndrome|frequently|struggle|with|maintaining|control|of|seizures|from|an|early|age|.
medmon.semanticlab.net/doc/4721898263969116480/Angelman-Biomarkers	Angelman Biomarkers	Update from ASN: Study Finds Differences in Brain Activity Based on Genotype in Angelman Patients https://t.co/sxD0XtQHi8 AngelmanSyndromeNews https://t.co/CljwkgnUvT. 	1	0	Angelman|Biomarkers	Update|from|ASN|:|Study|Finds|Differences|in|Brain|Activity|Based|on|Genotype|in|Angelman|Patients|https://t.co/sxD0XtQHi8|AngelmanSyndromeNews|https://t.co/CljwkgnUvT|.
medmon.semanticlab.net/doc/4721259266689293742/Newstalk	Newstalk	"The mother of a boy with Angelman Syndrome has told @BreakfastNT his diagnosis was discovered thanks to an ""on the ball"" consultant: https://t.co/ViMmJnjJkk https://t.co/VamaswIY6N. "	1	1	Newstalk	"The|mother|of|a|boy|with|Angelman|Syndrome|has|told|@BreakfastNT|his|diagnosis|was|discovered|thanks|to|an|""|on|the|ball|""|consultant|:|https://t.co/ViMmJnjJkk|https://t.co/VamaswIY6N|."
medmon.semanticlab.net/doc/4721116719630158412/Ciara-McDonagh	Ciara McDonagh	"""Without a diagnosis, you think you're the problem"" - The mother of a baby diagnosed with Angelman Syndrome has praised her 'on the ball' consultant: https://t.co/ViMmJnjJkk https://t.co/BxfWLnb24j. "	1	1	Ciara|McDonagh	"""|Without|a|diagnosis|,|you|think|you're|the|problem|""|-|The|mother|of|a|baby|diagnosed|with|Angelman|Syndrome|has|praised|her|'|on|the|ball|'|consultant|:|https://t.co/ViMmJnjJkk|https://t.co/BxfWLnb24j|."
medmon.semanticlab.net/doc/4720979220206717200/Re:-Angelman-Syndrome-Foundation	Re: Angelman Syndrome Foundation	I would love to get to come this year.., but for sure next year!! 	0	0	Re|:|Angelman|Syndrome|Foundation	I|would|love|to|get|to|come|this|year|..|,|but|for|sure|next|year|!|!
medmon.semanticlab.net/doc/4720971718059834550/Tes-Brouns	Tes Brouns	@Bill_Maxwell_ That has to just about make your heart burst with happiness. My niece has a son with angelman syndrome and he's non verbal. He enjoys participating in activities and looks just as happy. It's difficult and rewarding all at the same time. 	1	1	Tes|Brouns	@Bill_Maxwell_|That|has|to|just|about|make|your|heart|burst|with|happiness|.|My|niece|has|a|son|with|angelman|syndrome|and|he's|non|verbal|.|He|enjoys|participating|in|activities|and|looks|just|as|happy|.|It's|difficult|and|rewarding|all|at|the|same|time|.
medmon.semanticlab.net/doc/4720942224509772655/Young-Designer-Award	Young Designer Award	@luxurylifestyle All are invited to #AngelmanSyndrome awareness Fashion Presentation Soiree #FASHION #TALENT TICKETS SELLING NOW!! Sat 27 April at the #PullmanLondonHotel For information or tickets https://t.co/Os5csZUKPV email: joanna_marcella@hotmail.com. 	0	0	Young|Designer|Award	@luxurylifestyle|All|are|invited|to|#AngelmanSyndrome|awareness|Fashion|Presentation|Soiree|#FASHION|#TALENT|TICKETS|SELLING|NOW|!|!|Sat|27|April|at|the|#PullmanLondonHotel|For|information|or|tickets|https://t.co/Os5csZUKPV|email|:|joanna_marcella@hotmail.com|.
medmon.semanticlab.net/doc/4720934851773046690/Young-Designer-Award	Young Designer Award	@BWNcouk All are invited to #AngelmanSyndrome awareness Fashion Presentation Soiree #FASHION #TALENT TICKETS SELLING NOW!! Sat 27 April at the #PullmanLondonHotel For information or tickets https://t.co/Os5csZUKPV email: joanna_marcella@hotmail.com. 	0	0	Young|Designer|Award	@BWNcouk|All|are|invited|to|#AngelmanSyndrome|awareness|Fashion|Presentation|Soiree|#FASHION|#TALENT|TICKETS|SELLING|NOW|!|!|Sat|27|April|at|the|#PullmanLondonHotel|For|information|or|tickets|https://t.co/Os5csZUKPV|email|:|joanna_marcella@hotmail.com|.
medmon.semanticlab.net/doc/4720816318805347546/Simon-Baron-Cohen	Simon Baron-Cohen	Michelle Krishnan tells us about her work into the 'Clinical development of an oligonucleotide therapy for Angelman Syndrome' #CamAutGen2019 https://t.co/vPyjhaZggm. 	0	0	Simon|Baron-Cohen	Michelle|Krishnan|tells|us|about|her|work|into|the|'|Clinical|development|of|an|oligonucleotide|therapy|for|Angelman|Syndrome|'|#CamAutGen2019|https://t.co/vPyjhaZggm|.
medmon.semanticlab.net/doc/4720802267167863709/Angelman-Syndrome-Foundation	Angelman Syndrome Foundation	When you register and fundraise for the ASF Walk, the money you raise supports the ASF Angelman Syndrome Clinics, research focused on treatments and a cure, and much needed resources and assistance for AS families. Register and start fundraising today at www.angelman.org/walk. 	0	0	Angelman|Syndrome|Foundation	When|you|register|and|fundraise|for|the|ASF|Walk|,|the|money|you|raise|supports|the|ASF|Angelman|Syndrome|Clinics|,|research|focused|on|treatments|and|a|cure|,|and|much|needed|resources|and|assistance|for|AS|families|.|Register|and|start|fundraising|today|at|www.angelman.org/walk|.
medmon.semanticlab.net/doc/4720770966574347868/Young-Designer-Award	Young Designer Award	@LanaireA Creative arts/fashion event in aid of #AngelmanSyndrome Sat 27 April at the Pullman Hotel London. We're seeking up coming #Singers, #Dancers #Poets. #Designers and #VisualArtists email: joanna_marcella@hotmail.com to be involved https://t.co/vF5WMk7vNW RT https://t.co/leGAltCHRQ. 	0	0	Young|Designer|Award	@LanaireA|Creative|arts|/|fashion|event|in|aid|of|#AngelmanSyndrome|Sat|27|April|at|the|Pullman|Hotel|London|.|We're|seeking|up|coming|#Singers|,|#Dancers|#Poets|.|#Designers|and|#VisualArtists|email|:|joanna_marcella@hotmail.com|to|be|involved|https://t.co/vF5WMk7vNW|RT|https://t.co/leGAltCHRQ|.
medmon.semanticlab.net/doc/4720743302206547545/Re:-Ketogenic-Diet-for-Angelman-Syndrome--Neuro-Genetic-Disorders.	Re: Ketogenic Diet for Angelman Syndrome & Neuro Genetic Disorders.	Proud of you, Sybille Kraft Bellamy! 👏🏻👏🏻. 	0	0	Re|:|Ketogenic|Diet|for|Angelman|Syndrome|&|Neuro|Genetic|Disorders|.	Proud|of|you|,|Sybille|Kraft|Bellamy|!|👏|🏻|👏|🏻|.
medmon.semanticlab.net/doc/4720618517992842256/Young-Designer-Award	Young Designer Award	All are invited to #AngelmanSyndrome awareness Fashion Presentation Soiree #FASHION #TALENT TICKETS SELLING NOW!! Sat 27 April at the #PullmanLondonHotel For information or tickets https://t.co/Os5csZUKPV email: joanna_marcella@hotmail.com. 	0	0	Young|Designer|Award	All|are|invited|to|#AngelmanSyndrome|awareness|Fashion|Presentation|Soiree|#FASHION|#TALENT|TICKETS|SELLING|NOW|!|!|Sat|27|April|at|the|#PullmanLondonHotel|For|information|or|tickets|https://t.co/Os5csZUKPV|email|:|joanna_marcella@hotmail.com|.
medmon.semanticlab.net/doc/4720249864386259541/K-I-N-G-K-O-F-I	K I N G K O F I	RT @myotherkingdom: My new single #AngelMan is out March 31st. 	0	0	K|I|N|G|K|O|F|I	RT|@myotherkingdom|:|My|new|single|#AngelMan|is|out|March|31st|.
medmon.semanticlab.net/doc/4720094459828245327/Re:-Angelman-Syndrome-Foundation	Re: Angelman Syndrome Foundation	Look who’s raising awareness for Angelman Syndrome and the ASF Walk this morning at her Jr High school! Madonna just loves wearing her walk shirt and clapped when we got ready this morning! We say, “Come to the walk everyone!” It just makes her beam!! Register by April 3rd in a city near you and get your t-shirt at www.angelman.org/Walk Thank you for your support each year! 	0	0	Re|:|Angelman|Syndrome|Foundation	Look|who|’|s|raising|awareness|for|Angelman|Syndrome|and|the|ASF|Walk|this|morning|at|her|Jr|High|school|!|Madonna|just|loves|wearing|her|walk|shirt|and|clapped|when|we|got|ready|this|morning|!|We|say|,|“|Come|to|the|walk|everyone|!|”|It|just|makes|her|beam|!|!|Register|by|April|3rd|in|a|city|near|you|and|get|your|t-shirt|at|www.angelman.org/Walk|Thank|you|for|your|support|each|year|!
medmon.semanticlab.net/doc/4720032260083353849/Ade-Montepagano	Ade Montepagano	We're excited to announce that the AS Clinic at Erasmus MC-ENCORE Angelman Expertise Center has joined the ASF AS Clinic Network! Learn more: https://t.co/o4UR11b9Kt https://t.co/MnOzjRA02G. 	0	0	Ade|Montepagano	We're|excited|to|announce|that|the|AS|Clinic|at|Erasmus|MC-ENCORE|Angelman|Expertise|Center|has|joined|the|ASF|AS|Clinic|Network|!|Learn|more|:|https://t.co/o4UR11b9Kt|https://t.co/MnOzjRA02G|.
medmon.semanticlab.net/doc/4720030679163674272/Summer-Breeze	Summer Breeze	I think it’s fab how many new followers have joined us on the Angelman Smile journey 😁 I’m sure there must be more who would love to join our Smiley team ❤️ Lets see if we can reach them and show just how much fun a Smile a day can be 😁Pls RT #SundayFunday #AngelmanSyndrome https://t.co/RhsdhY1ALQ. 	0	0	Summer|Breeze	I|think|it|’|s|fab|how|many|new|followers|have|joined|us|on|the|Angelman|Smile|journey|😁|I|’|m|sure|there|must|be|more|who|would|love|to|join|our|Smiley|team|❤|️|Lets|see|if|we|can|reach|them|and|show|just|how|much|fun|a|Smile|a|day|can|be|😁|Pls|RT|#SundayFunday|#AngelmanSyndrome|https://t.co/RhsdhY1ALQ|.
medmon.semanticlab.net/doc/4719744816592964849/AngelmanSyndromeFdn	AngelmanSyndromeFdn	We're excited to announce that the AS Clinic at Erasmus MC-ENCORE Angelman Expertise Center has joined the ASF AS C… https://t.co/IhIvvZaIe2. 	0	0	AngelmanSyndromeFdn	We're|excited|to|announce|that|the|AS|Clinic|at|Erasmus|MC-ENCORE|Angelman|Expertise|Center|has|joined|the|ASF|AS|C|…|https://t.co/IhIvvZaIe2|.
medmon.semanticlab.net/doc/4720028943657289588/boissire	boissière	RT @myotherkingdom: My new single #AngelMan is out March 31st. 	0	0	boissière	RT|@myotherkingdom|:|My|new|single|#AngelMan|is|out|March|31st|.
medmon.semanticlab.net/doc/4720026133122956222/SCRM-Radio	SCRM Radio	Contributors' Corner @Dr_Moxmo - Now Playing: Happy Puppet Syndrome. 	0	0	SCRM|Radio	Contributors|'|Corner|@Dr_Moxmo|-|Now|Playing|:|Happy|Puppet|Syndrome|.
medmon.semanticlab.net/doc/4720025558116879441/Sally-Hanson	Sally Hanson	Melissa Grace @Melissassmile great to see Melissa is smiling and being Angelman smile Ambassador. 	0	0	Sally|Hanson	Melissa|Grace|@Melissassmile|great|to|see|Melissa|is|smiling|and|being|Angelman|smile|Ambassador|.
medmon.semanticlab.net/doc/4719386657248306104/Re:-Angelman-Syndrome-Foundation	Re: Angelman Syndrome Foundation	What day is the walk this year in Illinois? And can you just show up on the day give a donation and walk? 	0	0	Re|:|Angelman|Syndrome|Foundation	What|day|is|the|walk|this|year|in|Illinois|?|And|can|you|just|show|up|on|the|day|give|a|donation|and|walk|?
medmon.semanticlab.net/doc/4720011472183367307/Judith-hewitt	Judith hewitt	I think it’s fab how many new followers have joined us on the Angelman Smile journey 😁 I’m sure there must be more who would love to join our Smiley team ❤️ Lets see if we can reach them and show just how much fun a Smile a day can be 😁Pls RT #SundayFunday #AngelmanSyndrome https://t.co/RhsdhY1ALQ. 	0	0	Judith|hewitt	I|think|it|’|s|fab|how|many|new|followers|have|joined|us|on|the|Angelman|Smile|journey|😁|I|’|m|sure|there|must|be|more|who|would|love|to|join|our|Smiley|team|❤|️|Lets|see|if|we|can|reach|them|and|show|just|how|much|fun|a|Smile|a|day|can|be|😁|Pls|RT|#SundayFunday|#AngelmanSyndrome|https://t.co/RhsdhY1ALQ|.
medmon.semanticlab.net/doc/4720006569731118900/angelman--mom	angelman  mom	I think it’s fab how many new followers have joined us on the Angelman Smile journey 😁 I’m sure there must be more who would love to join our Smiley team ❤️ Lets see if we can reach them and show just how much fun a Smile a day can be 😁Pls RT #SundayFunday #AngelmanSyndrome https://t.co/RhsdhY1ALQ. 	0	0	angelman|mom	I|think|it|’|s|fab|how|many|new|followers|have|joined|us|on|the|Angelman|Smile|journey|😁|I|’|m|sure|there|must|be|more|who|would|love|to|join|our|Smiley|team|❤|️|Lets|see|if|we|can|reach|them|and|show|just|how|much|fun|a|Smile|a|day|can|be|😁|Pls|RT|#SundayFunday|#AngelmanSyndrome|https://t.co/RhsdhY1ALQ|.
medmon.semanticlab.net/doc/4720001676397518534/IMDiscovers-Ray-Sang	#IMDiscovers Ray Sang	OUT NOW: https://t.co/re2BhLHLW5. #IMDiscovers #FashionShow #AngelmanSyndrome #CharityFundraiser #RaisingAwareness. 	0	0	#IMDiscovers|Ray|Sang	OUT|NOW|:|https://t.co/re2BhLHLW5|.|#IMDiscovers|#FashionShow|#AngelmanSyndrome|#CharityFundraiser|#RaisingAwareness|.
medmon.semanticlab.net/doc/4720001630343893603/Glenys-Taylour	Glenys Taylour	I think it’s fab how many new followers have joined us on the Angelman Smile journey 😁 I’m sure there must be more who would love to join our Smiley team ❤️ Lets see if we can reach them and show just how much fun a Smile a day can be 😁Pls RT #SundayFunday #AngelmanSyndrome https://t.co/RhsdhY1ALQ. 	0	0	Glenys|Taylour	I|think|it|’|s|fab|how|many|new|followers|have|joined|us|on|the|Angelman|Smile|journey|😁|I|’|m|sure|there|must|be|more|who|would|love|to|join|our|Smiley|team|❤|️|Lets|see|if|we|can|reach|them|and|show|just|how|much|fun|a|Smile|a|day|can|be|😁|Pls|RT|#SundayFunday|#AngelmanSyndrome|https://t.co/RhsdhY1ALQ|.
medmon.semanticlab.net/doc/4719964804240430750/The-Angelman-Rally	The Angelman Rally	ANGELMAN SYNDROME STRENGTHS:. 👫 - Enjoyment of social interactions. - Attuned to sounds others may miss. 👀. - Notices and anticipates routines. 😊. True joy from anticipation of preferred activities and experiences. htt. 	0	0	The|Angelman|Rally	ANGELMAN|SYNDROME|STRENGTHS|:|.|👫|-|Enjoyment|of|social|interactions|.|-|Attuned|to|sounds|others|may|miss|.|👀|.|-|Notices|and|anticipates|routines|.|😊|.|True|joy|from|anticipation|of|preferred|activities|and|experiences|.|htt|.
medmon.semanticlab.net/doc/4719954956356854187/Rory-Wilton-FishermansFriendsFilm-DocMartin	Rory Wilton #FishermansFriendsFilm #DocMartin	My sister in law is raising funds for Angelman Syndrome research. A cause dear to my heart as my niece is has Angelmans and every penny we can raise will help her and children all over the world Rxx #thankyou. 	0	0	Rory|Wilton|#FishermansFriendsFilm|#DocMartin	My|sister|in|law|is|raising|funds|for|Angelman|Syndrome|research|.|A|cause|dear|to|my|heart|as|my|niece|is|has|Angelmans|and|every|penny|we|can|raise|will|help|her|and|children|all|over|the|world|Rxx|#thankyou|.
medmon.semanticlab.net/doc/4719952504058476847/Jane-FBPE	Jane #FBPE	I think it’s fab how many new followers have joined us on the Angelman Smile journey 😁 I’m sure there must be more who would love to join our Smiley team ❤️ Lets see if we can reach them and show just how much fun a Smile a day can be 😁Pls RT #SundayFunday #AngelmanSyndrome https://t.co/RhsdhY1ALQ. 	0	0	Jane|#FBPE	I|think|it|’|s|fab|how|many|new|followers|have|joined|us|on|the|Angelman|Smile|journey|😁|I|’|m|sure|there|must|be|more|who|would|love|to|join|our|Smiley|team|❤|️|Lets|see|if|we|can|reach|them|and|show|just|how|much|fun|a|Smile|a|day|can|be|😁|Pls|RT|#SundayFunday|#AngelmanSyndrome|https://t.co/RhsdhY1ALQ|.
medmon.semanticlab.net/doc/4719952484437027868/Les-Roberts-Hypno	Les Roberts Hypno	I think it’s fab how many new followers have joined us on the Angelman Smile journey 😁 I’m sure there must be more who would love to join our Smiley team ❤️ Lets see if we can reach them and show just how much fun a Smile a day can be 😁Pls RT #SundayFunday #AngelmanSyndrome https://t.co/RhsdhY1ALQ. 	0	0	Les|Roberts|Hypno	I|think|it|’|s|fab|how|many|new|followers|have|joined|us|on|the|Angelman|Smile|journey|😁|I|’|m|sure|there|must|be|more|who|would|love|to|join|our|Smiley|team|❤|️|Lets|see|if|we|can|reach|them|and|show|just|how|much|fun|a|Smile|a|day|can|be|😁|Pls|RT|#SundayFunday|#AngelmanSyndrome|https://t.co/RhsdhY1ALQ|.
medmon.semanticlab.net/doc/4719950067434888355/Anne-Currie	Anne Currie	I think it’s fab how many new followers have joined us on the Angelman Smile journey 😁 I’m sure there must be more who would love to join our Smiley team ❤️ Lets see if we can reach them and show just how much fun a Smile a day can be 😁Pls RT #SundayFunday #AngelmanSyndrome https://t.co/RhsdhY1ALQ. 	0	0	Anne|Currie	I|think|it|’|s|fab|how|many|new|followers|have|joined|us|on|the|Angelman|Smile|journey|😁|I|’|m|sure|there|must|be|more|who|would|love|to|join|our|Smiley|team|❤|️|Lets|see|if|we|can|reach|them|and|show|just|how|much|fun|a|Smile|a|day|can|be|😁|Pls|RT|#SundayFunday|#AngelmanSyndrome|https://t.co/RhsdhY1ALQ|.
medmon.semanticlab.net/doc/4719947579842810948/stephen-orris	stephen orris	I think it’s fab how many new followers have joined us on the Angelman Smile journey 😁 I’m sure there must be more who would love to join our Smiley team ❤️ Lets see if we can reach them and show just how much fun a Smile a day can be 😁Pls RT #SundayFunday #AngelmanSyndrome https://t.co/RhsdhY1ALQ. 	0	0	stephen|orris	I|think|it|’|s|fab|how|many|new|followers|have|joined|us|on|the|Angelman|Smile|journey|😁|I|’|m|sure|there|must|be|more|who|would|love|to|join|our|Smiley|team|❤|️|Lets|see|if|we|can|reach|them|and|show|just|how|much|fun|a|Smile|a|day|can|be|😁|Pls|RT|#SundayFunday|#AngelmanSyndrome|https://t.co/RhsdhY1ALQ|.
medmon.semanticlab.net/doc/4719945111923335368/micky-elemans	micky elemans	I think it’s fab how many new followers have joined us on the Angelman Smile journey 😁 I’m sure there must be more who would love to join our Smiley team ❤️ Lets see if we can reach them and show just how much fun a Smile a day can be 😁Pls RT #SundayFunday #AngelmanSyndrome https://t.co/RhsdhY1ALQ. 	0	0	micky|elemans	I|think|it|’|s|fab|how|many|new|followers|have|joined|us|on|the|Angelman|Smile|journey|😁|I|’|m|sure|there|must|be|more|who|would|love|to|join|our|Smiley|team|❤|️|Lets|see|if|we|can|reach|them|and|show|just|how|much|fun|a|Smile|a|day|can|be|😁|Pls|RT|#SundayFunday|#AngelmanSyndrome|https://t.co/RhsdhY1ALQ|.
medmon.semanticlab.net/doc/4719942652816820219/Abby-Girl	Abby Girl	I think it’s fab how many new followers have joined us on the Angelman Smile journey 😁 I’m sure there must be more who would love to join our Smiley team ❤️ Lets see if we can reach them and show just how much fun a Smile a day can be 😁Pls RT #SundayFunday #AngelmanSyndrome https://t.co/RhsdhY1ALQ. 	0	0	Abby|Girl	I|think|it|’|s|fab|how|many|new|followers|have|joined|us|on|the|Angelman|Smile|journey|😁|I|’|m|sure|there|must|be|more|who|would|love|to|join|our|Smiley|team|❤|️|Lets|see|if|we|can|reach|them|and|show|just|how|much|fun|a|Smile|a|day|can|be|😁|Pls|RT|#SundayFunday|#AngelmanSyndrome|https://t.co/RhsdhY1ALQ|.
